Syngene Intl,SI10,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/syngeneinternational/SI10,
Syngenta,SI66,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/syngentaindia/SI66,
Synth and Chem,SC32,http://www.moneycontrol.com/india/stockpricequote/rubber/syntheticschemicals/SC32,
Synthiko Foils,SF24,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/synthikofoils/SF24,
SYP Agro Foods,SYP,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/sypagrofoods/SYP,
Syschem India,SI71,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/syschemindia/SI71,
Sysco Industrie,SI11,http://www.moneycontrol.com/india/stockpricequote/packaging/syscoindustries/SI11,
Systel Infotech,SI74,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/systelinfotech/SI74,
Systematix Corp,SCS05,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/systematixcorporateservices/SCS05,
Systematix Sec,SS35,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/systematixsecurities/SS35,
fundname,code,link,Do_Not_Use
T Spirutual,TSW,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tspirutualworld/TSW,
TAAL Enterprise,TAA01,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/taalenterprises/TAA01,
Taaza Inter,AE16,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/taazainternational/AE16,
Tai Chonbang,TCT,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/taichonbangtextileindustries/TCT,
Tai Industries,TI03,http://www.moneycontrol.com/india/stockpricequote/trading/taiindustries/TI03,
Tainwala,TPL02,http://www.moneycontrol.com/india/stockpricequote/plastics/tplplastech/TPL02,
Tainwala Chem,TCP,http://www.moneycontrol.com/india/stockpricequote/plastics/tainwalachemicalsplasticsindia/TCP,
Taiwan,T06,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/taiwan/T06,
Taj GVK Hotels,TGV,http://www.moneycontrol.com/india/stockpricequote/hotels/tajgvkhotelsresorts/TGV,
Take Solutions,TS09,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/takesolutions/TS09,
Taksheel Solut,TS05,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/taksheelsolutions/TS05,
Talavadi Rock,TRM,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/talavadirockmineralproducts/TRM,
Talbros Auto,TAC,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/talbrosautomotivecomponents/TAC,
Talbros Eng,TE15,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/talbrosengineering/TE15,
Talwalkars Fitn,TBV,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/talwalkarsbettervaluefitness/TBV,
Tamarai Mills,TM01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/tamaraimills/TM01,
Tamboli Capital,TC19,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tambolicapital/TC19,
Tamil Dadha,TDP,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/tamilnadudadhapharmaceuticals/TDP,
Tamil JaiBharat,TJB,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/tamilnadujaibharathmills/TJB,
Tamil Nadu Indl,TNI,http://www.moneycontrol.com/india/stockpricequote/chemicals/tamilnaduindustrialexplosives/TNI,
Tamil Newsprint,TNN,http://www.moneycontrol.com/india/stockpricequote/paper/tamilnadunewsprintpapers/TNN,
Tamil Sponge,TS,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/tamilnadusponge/TS,
Tamil SteelTube,TST,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/tamilnadusteeltubes/TST,
Tamil Telecom,TT01,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/tamilnadutelecommunications/TT01,
Tamilnad Hospit,THL,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/tamilnadhospital/THL,
Tamilnadu Petro,TP13,http://www.moneycontrol.com/india/stockpricequote/detergents/tamilnadupetroproducts/TP13,
TandI Global,TIG,http://www.moneycontrol.com/india/stockpricequote/trading/tiglobal/TIG,
Taneja Aerospac,TAA,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tanejaaerospaceaviation/TAA,
Tanfac Ind,TI02,http://www.moneycontrol.com/india/stockpricequote/chemicals/tanfacindustries/TI02,
Tanla Solutions,TS11,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tanlasolutions/TS11,
Tantia Const,TC15,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/tantiaconstructions/TC15,
Tanvi Foods,TF06,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/tanvifoods/TF06,
Taparia Tools,TT02,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/tapariatools/TT02,
Tapuriah Steels,TSL01,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/tapuriahsteels/TSL01,
Tara Health,THF,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/tarahealthfoods/THF,
Tara Jewels,TJ01,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/tarajewels/TJ01,
Tarai Foods,TF01,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/taraifoods/TF01,
Tarang Projects,TPC02,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tarangprojectsconsultant/TPC02,
Tarapur Trans,TT04,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/tarapurtransformers/TT04,
Tariff Cine,TCF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tariffcinefinance/TCF,
Tarini Int,TI12,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/tariniinternational/TI12,
Tarmat,RT06,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/tarmat/RT06,
Tashi India Ltd,TIL03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tashiindia/TIL03,
Tasty Bite,TBE,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/tastybiteeatables/TBE,
Tata AdvMateria,TAM,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tataadvancedmaterials/TAM,
Tata Chemicals,TC,http://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC,
Tata Coffee,TC14,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tatacoffee/TC14,
Tata Comm,TC17,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tatacommunications/TC17,
Tata Construct,TC01,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/tataconstruction/TC01,
Tata Elxsi,TE,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataelxsi/TE,
Tata Finance,TF,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/tatafinance/TF,
Tata Global Bev,TT,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tataglobalbeverage/TT,
Tata Hydro,THE,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/tatahydroelectricpowersupplycompany/THE,
Tata Infotech,TI,http://www.moneycontrol.com/india/stockpricequote/computershardware/tatainfotech/TI,
Tata Inv Corp,TIC,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatainvestmentcorporation/TIC,
Tata Metaliks,TM,http://www.moneycontrol.com/india/stockpricequote/steelpigiron/tatametaliks/TM,
Tata Motors,TM03,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotors/TM03,
Tata Motors (D),TMD,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotorsdvr/TMD,
Tata Motors (W),TMW,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotorswarrants/TMW,
Tata Power,TPC,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/tatapowercompany/TPC,
Tata Sponge,TSI,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/tataspongeiron/TSI,
Tata SSL,TSS,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/tatassl/TSS,
Tata Steel,TIS,http://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteel/TIS,
Tata Steel FPO,TSF,http://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteelfpo/TSF,
Tata Steel-CCPS,TSC02,http://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteelccps/TSC02,
TATACAP II,TCS01,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/tatacapitalsecuredredeemablencdsii/TCS01,
TATACAP III,TAT01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatacapiii/TAT01,
TATACAP IV,TAT02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatacapiv/TAT02,
TATACOFNCD,TAT03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatacofncd/TAT03,
Tatanagar Brick,TBL,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/tatanagarbricks/TBL,
TataTeleservice,TTM01,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tatateleservicesmaharashtra/TTM01,
Tatia Global,TGV01,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/tatiaglobalvennture/TGV01,
Tatia Skylines,TSH,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tatiaskylineshealthfarms/TSH,
Taurus Nw(Ro,TNS,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/taurusnewshare/TNS,
Taurus StarShar,TSS01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/taurusstarshare/TSS01,
Tavernier,AVC01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/tavernierresources/AVC01,
Tayo Rolls,TR01,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/tayorolls/TR01,
TCFC Finance,TCF01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tcfcfinance/TCF01,
TCI Developers,TCI07,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/tcidevelopers/TCI07,
TCI Express,TCI08,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/tciexpress/TCI08,
TCI Finance,TCI01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tcifinance/TCI01,
TCI Industries,TCI06,http://www.moneycontrol.com/india/stockpricequote/trading/tciindustries/TCI06,
TCM,TCM01,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/tcm/TCM01,
TCP,TCP02,http://www.moneycontrol.com/india/stockpricequote/chemicals/tcp/TCP02,
TCPL Packaging,TCP01,http://www.moneycontrol.com/india/stockpricequote/printingstationery/tcplpackaging/TCP01,
TCS,TCS,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataconsultancyservices/TCS,
TD Power System,TPS01,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/tdpowersystems/TPS01,
Tea Time Ltd,TTL,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/teatime/TTL,
Teaktex Process,TPC01,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/teaktexprocessingcomplex/TPC01,
TeamLease Ser.,TS13,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/teamleaseservices/TS13,
Tech Mahindra,TM4,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/techmahindra/TM4,
Tech Plastics,TP02,http://www.moneycontrol.com/india/stockpricequote/plastics/technologyplastics/TP02,
Techindia Nirm,NS07,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/techindianirman/NS07,
Techno Electric,TEE,http://www.moneycontrol.com/india/stockpricequote/electricequipment/technoelectricengineeringcompany/TEE,
Techno Forge,TF02,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/technoforge/TF02,
Technocraft Ind,TII01,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/technocraftindustriesindia/TII01,
Technofab Engg,TE13,http://www.moneycontrol.com/india/stockpricequote/engineering/technofabengineering/TE13,
Technojet Consl,TCL,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/technojetconsultants/TCL,
TechNVision,STL01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/technvisionventures/STL01,
Techtran Polyle,TP03,http://www.moneycontrol.com/india/stockpricequote/personalcare/techtranpolylenses/TP03,
Tecil Chemicals,TCH,http://www.moneycontrol.com/india/stockpricequote/chemicals/tecilchemicalshyd/TCH,
Tecpro Systems,TS03,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/tecprosystems/TS03,
Teem Labs,TL,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/teemlaboratories/TL,
Teesta Agro Ind,TAI,http://www.moneycontrol.com/india/stockpricequote/fertilisers/teestaagroindustries/TAI,
Tejas Networks,TN,http://www.moneycontrol.com/india/stockpricequote/tejasnetworks/tejasnetworks/TN,
Tejnaksh,TH02,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/tejnakshhealthcare/TH02,
Tejoomals Ind,TIL02,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/tejoomalsindustries/TIL02,
Teknomin Aqua,TAE,http://www.moneycontrol.com/india/stockpricequote/aquaculture/teknominaquaexportsindia/TAE,
Tektronix India,TI04,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/tektronixindia/TI04,
TeleCanor Glob,TCG01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/telecanorglobal/TCG01,
Teledata Info,TI28,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/teledatainformatics/TI28,
Teledata Marine,TMS01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/teledatamarinesolutions/TMS01,
Teledata Tech,TTS,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/teledatatechnologysolutions/TTS,
Telematics Syst,TSL,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/telematicssystems/TSL,
Telephone Cable,TC02,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/telephonecables/TC02,
Telesys Soft,TS9,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/telesyssoftware/TS9,
Teletek India,TIL04,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/teletekindia/TIL04,
Temptation Food,TF03,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/temptationfoods/TF03,
Tentiwala Metal,TWP,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/tentiwalametalproducts/TWP,
Tera Software,TS14,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/terasoftware/TS14,
Tera Software,TS10,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/terasoftware/TS10,
Terai Tea Co,TTC01,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/teraiteaco/TTC01,
Terraform,EBL,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/terraformmagnum/EBL,
Terraform Real,EFL,http://www.moneycontrol.com/india/stockpricequote/financegeneral/terraformrealstate/EFL,
Terruzzi Fercal,VE04,http://www.moneycontrol.com/india/stockpricequote/engineering/terruzzifercalxindia/VE04,
Terryfab India,TI05,http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/terryfabindia/TI05,
Terrygold India,TI06,http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/terrygoldi/TI06,
Texel Ind,TI07,http://www.moneycontrol.com/india/stockpricequote/packaging/texelindustries/TI07,
Texmaco Infra,T02,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/texmacoinfrastructureholdings/T02,
Texmaco Rail,TRE,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/texmacorailengineering/TRE,
Texmo Pipes,TPP,http://www.moneycontrol.com/india/stockpricequote/plastics/texmopipesproducts/TPP,
Texplast Inds,TI22,http://www.moneycontrol.com/india/stockpricequote/packaging/texplastindustries/TI22,
Texport Textile,TT05,http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/texporttextiles/TT05,
Textool,T01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/textool/T01,
Tezpore Tea,TT11,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tezporetea/TT11,
TGB Banquets,BBaH,http://www.moneycontrol.com/india/stockpricequote/hotels/tgbbanquetshotels/BBaH,
Thacker,TC03,http://www.moneycontrol.com/india/stockpricequote/trading/thackercompany/TC03,
Thakkars Dev,TD01,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/thakkarsdevelopers/TD01,
Thakral Service,PI25,http://www.moneycontrol.com/india/stockpricequote/electricequipment/thakralservicesindia/PI25,
Thambbi Modern,TMS,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/thambbimodernspinningmills/TMS,
Thana Elect,TE07,http://www.moneycontrol.com/india/stockpricequote/electricequipment/thanaelectric/TE07,
Thangamayil,TJ,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/thangamayiljewellery/TJ,
Thapar Agro Mil,TAM03,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/thaparagromills/TAM03,
Thapar Concast,TC04,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/thaparconcast/TC04,
Thapar Exports,TE01,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/thaparexports/TE01,
Thapar Finance ,TFL01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/thaparfinance/TFL01,
Thapar Foods,TFL,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/thaparfoods/TFL,
Thapar Ispat,TI08,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/thaparispat/TI08,
Thapar Oils,TOF,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/thaparoilsfats/TOF,
Thaparagro,TAM02,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/thaparagromills/TAM02,
Thaparmilk,TM02,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/thaparmilk/TM02,
The Byke Hosp,SH12,http://www.moneycontrol.com/india/stockpricequote/hotels/thebykehospitality/SH12,
The Grob Tea,TGT,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/thegrobteacompany/TGT,
The Hi-Tech Gea,HTG,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/thehitechgears/HTG,
The Western Ind,TWI,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/thewesternindiaplywoods/TWI,
Thejo Engg,TE09,http://www.moneycontrol.com/india/stockpricequote/engineering/thejoengineering/TE09,
Themis Medicare,TM04,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/themismedicare/TM04,
Thermax,T,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/thermax/T,
Thirani Chem,TC06,http://www.moneycontrol.com/india/stockpricequote/chemicals/thiranichemicals/TC06,
Thirani Project,TP15,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/thiraniprojects/TP15,
Thirdwave Finan,TFI01,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/thirdwavefinancialintermediaries/TFI01,
Thiru Arooran,TAS,http://www.moneycontrol.com/india/stockpricequote/sugar/thiruarooransugarsindustries/TAS,
Thirumalai Chem,TC07,http://www.moneycontrol.com/india/stockpricequote/chemicals/thirumalaichemicals/TC07,
Thomas Cook,TCI,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/thomascookindia/TCI,
Thomas Scott,TSI01,http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/thomasscottindia/TSI01,
Thyrocare Techn,TT16,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/thyrocaretechnologies/TT16,
TI Financial,TII,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tifinancialholdings/TII,
Tiaan Ayurvedic,RCS01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tiaanayurvedicherbs/RCS01,
Tide Water Oil,TWO,http://www.moneycontrol.com/india/stockpricequote/lubricants/tidewateroil/TWO,
Tiger Logistics,TLI,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/tigerlogisticsindia/TLI,
Tijaria Polypip,TP,http://www.moneycontrol.com/india/stockpricequote/plastics/tijariapolypipes/TP,
TIL,TIL,http://www.moneycontrol.com/india/stockpricequote/engineering/til/TIL,
Tilak Ventures,TFL03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tilakventures/TFL03,
Tilaknagar Ind,TI09,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/tilaknagarindustries/TI09,
Timbor Home,TH,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/timborhome/TH,
Time Shipping,TS01,http://www.moneycontrol.com/india/stockpricequote/shipping/timeshipping/TS01,
Time Techno,TT03,http://www.moneycontrol.com/india/stockpricequote/packaging/timetechnoplast/TT03,
Times Bank,TB01,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/timesbank/TB01,
Times Guaranty,TG,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/timesguaranty/TG,
Timex Group Ind,TGI,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/timexgroupindia/TGI,
Timken,TI23,http://www.moneycontrol.com/india/stockpricequote/bearings/timkenindia/TI23,
Tina Electronic,TE02,http://www.moneycontrol.com/india/stockpricequote/electricals/tinaelectronics/TE02,
Tinna Finex,TF08,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tinnafinex/TF08,
Tinna Oils,TOC,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/tinnaoilschemicals/TOC,
Tinna Overseas,TO,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/tinnaoverseas/TO,
Tinplate,TCI02,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/tinplatecompanyindia/TCI02,
Tips Industries,TI25,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tipsindustries/TI25,
Tirth Plastic,TP04,http://www.moneycontrol.com/india/stockpricequote/plastics/tirthplastic/TP04,
Tirumala Fuji,TFA,http://www.moneycontrol.com/india/stockpricequote/aquaculture/tirumalafujitechaquafarms/TFA,
Tirupati Fibres,TFI,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/tirupatifibresindustries/TFI,
Tirupati Fin,TF12,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/tirupatifincorp/TF12,
Tirupati Fin,TF13,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/tirupatifinlease/TF13,
Tirupati Foam,TF9,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tirupatifoam/TF9,
Tirupati Forge,TF09,http://www.moneycontrol.com/india/stockpricequote/diversified/tirupatiforge/TF09,
Tirupati Ind,TI20,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/tirupatiindustries/TI20,
Tirupati Inks,TI10,http://www.moneycontrol.com/india/stockpricequote/printingstationery/tirupatiinks/TI10,
Tirupati Sarjan,TS06,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/tirupatisarjan/TS06,
Tirupati Starch,TSC,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tirupatistarchchemicals/TSC,
Tirupati Tyres,TT15,http://www.moneycontrol.com/india/stockpricequote/tyres/tirupatityres/TT15,
Titaanium Ten E,TTE,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/titaaniumtenenterprise/TTE,
Titagarh Steels,TS12,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/titagarhsteels/TS12,
Titagarh Wagons,TW04,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/titagarhwagons/TW04,
Titan Alloys,TA,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/titanalloys/TA,
Titan Bio-Tech,TBT,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/titanbiotech/TBT,
Titan Company,TI01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01,
Titan Foods,TFF,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/titanfoodsfashions/TFF,
Titan Secu,TS07,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/titansecurities/TS07,
Titan Trading,TTA,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/titantradingagencies/TTA,
Tivoli Const,TC13,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/tivoliconst/TC13,
TMT India,TMT,http://www.moneycontrol.com/india/stockpricequote/engineering/tmtindia/TMT,
Tobu Enterprise,TE03,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tobuenterprises/TE03,
Todays Writing,TW02,http://www.moneycontrol.com/india/stockpricequote/printingstationery/todayswritinginstruments/TW02,
Toheal Pharm,TP09,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/tohealpharma/TP09,
Tokyo Finance,TF05,http://www.moneycontrol.com/india/stockpricequote/financegeneral/tokyofinance/TF05,
Tokyo Plast,TPI01,http://www.moneycontrol.com/india/stockpricequote/plastics/tokyoplastinternational/TPI01,
Tolani Bulk,TBC,http://www.moneycontrol.com/india/stockpricequote/shipping/tolanibulkcarriers/TBC,
Tonira Pharma,TP05,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/tonirapharma/TP05,
Toor Spinners,TS02,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/toorspinners/TS02,
Top Line Shoes ,TLS,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/toplineshoes/TLS,
Top Telemedia,TT10,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/toptelemedia/TT10,
Torrent Cables,TC18,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/torrentcables/TC18,
Torrent Cab_D,TCD,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/torrentcablesd/TCD,
Torrent Pharma,TP06,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06,
Torrent Power,TP14,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpower/TP14,
TorrentPowerAEC,TPA,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpoweraec/TPA,
TorrentPowerSEC,TPS,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpowersec/TPS,
Tosha Inter,TI11,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/toshainternational/TI11,
Total Exports,TEL02,http://www.moneycontrol.com/india/stockpricequote/computershardware/totalexports/TEL02,
Total Transport,TTS01,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/totaltransportsystems/TTS01,
Tourism Finance,TFC,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/tourismfinancecorpindia/TFC,
Towa Sokki,TS08,http://www.moneycontrol.com/india/stockpricequote/steelpigiron/towasokki/TS08,
Towels India,TIE01,http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/towelsindiaexports/TIE01,
Toyam Ind,OAR,http://www.moneycontrol.com/india/stockpricequote/financegeneral/toyamindustries/OAR,
Toyama Electric,TE04,http://www.moneycontrol.com/india/stockpricequote/electricequipment/toyamaelectric/TE04,
TPI India,TPI,http://www.moneycontrol.com/india/stockpricequote/packaging/tpiindia/TPI,
Trackparts,TI13,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/trackpartsindia/TI13,
Trade Wings,TW01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tradewings/TW01,
Trans & Electr,TEK,http://www.moneycontrol.com/india/stockpricequote/electricequipment/transformerselectricalskerala/TEK,
Trans Agro Tech,TAT,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/transagrotech/TAT,
Trans Asia Corp,TAC03,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/transasiacorporation/TAC03,
